Period,Number,Big/Small,Color,Premium
20250705100010333,9,Big,green,78079
20250705100010334,8,Big,red,82218
20250705100010335,0,Small,"red,violet",28220
20250705100010336,4,Small,red,46174
20250705100010337,1,Small,green,38191
20250705100010338,8,Big,red,53158
20250705100010339,3,Small,green,35333
20250705100010340,1,Small,green,32161
20250705100010341,6,Big,red,19986
20250705100010342,9,Big,green,55419
20250705100010343,4,Small,red,80614
20250705100010344,3,Small,green,17593
20250705100010345,4,Small,red,67874
20250705100010346,2,Small,red,19182
20250705100010347,6,Big,red,76256
20250705100010348,7,Big,green,43967
20250705100010349,4,Small,red,39714
20250705100010350,7,Big,green,47937
20250705100010351,2,Small,red,28432
20250705100010352,3,Small,green,89683
20250705100010353,6,Big,red,12376
20250705100010354,2,Small,red,53362
20250705100010355,5,Big,"green,violet",18735
20250705100010356,1,Small,green,36511
20250705100010357,1,Small,green,33021
20250705100010358,6,Big,red,91756
20250705100010359,6,Big,red,27366
20250705100010360,3,Small,green,71363
20250705100010361,8,Big,red,37658
20250705100010362,6,Big,red,77786
20250705100010363,4,Small,red,66164
20250705100010364,2,Small,red,90662
20250705100010365,6,Big,red,35756
20250705100010366,1,Small,green,59011
20250705100010367,4,Small,red,93554
20250705100010368,6,Big,red,16466
20250705100010369,2,Small,red,98352
20250705100010370,0,Small,"red,violet",99620
20250705100010371,4,Small,red,11424
20250705100010372,3,Small,green,44273
20250705100010373,5,Big,"green,violet",58175
20250705100010374,9,Big,green,45799
20250705100010375,8,Big,red,58038
20250705100010376,8,Big,red,54018
20250705100010377,6,Big,red,47596
20250705100010378,5,Big,"green,violet",43635
20250705100010379,1,Small,green,37711
20250705100010380,1,Small,green,74771
20250705100010381,9,Big,green,30839
20250705100010382,5,Big,"green,violet",63215
20250705100010383,3,Small,green,90913
20250705100010384,0,Small,"red,violet",92200
20250705100010385,1,Small,green,14381
20250705100010386,7,Big,green,73387
20250705100010387,8,Big,red,50028
20250705100010388,3,Small,green,60003
20250705100010389,0,Small,"red,violet",15870
20250705100010390,4,Small,red,97714
20250705100010391,5,Big,"green,violet",39095
20250705100010392,4,Small,red,61434
20250705100010393,0,Small,"red,violet",66900
20250705100010394,0,Small,"red,violet",94180
20250705100010395,6,Big,red,95986
20250705100010396,7,Big,green,48847
20250705100010397,3,Small,green,60553
20250705100010398,3,Small,green,52463
20250705100010399,2,Small,red,14202
20250705100010400,9,Big,green,30779
20250705100010401,3,Small,green,85063
20250705100010402,6,Big,red,38936
20250705100010403,3,Small,green,35093
20250705100010404,7,Big,green,67227
20250705100010405,1,Small,green,13621
20250705100010406,3,Small,green,28023
20250705100010407,8,Big,red,30528
20250705100010408,8,Big,red,86308
20250705100010409,1,Small,green,57191
20250705100010410,8,Big,red,95928
20250705100010411,6,Big,red,75816
20250705100010412,6,Big,red,30876
20250705100010413,3,Small,green,76193
20250705100010414,7,Big,green,44057
20250705100010415,9,Big,green,83929
20250705100010416,1,Small,green,36761
20250705100010417,1,Small,green,33361
20250705100010418,6,Big,red,50906
20250705100010419,6,Big,red,72686
20250705100010420,0,Small,"red,violet",53400
20250705100010421,4,Small,red,27844
20250705100010422,7,Big,green,22217
20250705100010423,2,Small,red,58532
20250705100010424,1,Small,green,29181
20250705100010425,0,Small,"red,violet",33240
20250705100010426,2,Small,red,10322
20250705100010427,4,Small,red,22054
20250705100010428,6,Big,red,29066
20250705100010429,8,Big,red,87278
20250705100010430,9,Big,green,65429
20250705100010431,9,Big,green,24399
20250705100010432,6,Big,red,56866
20250705100010433,9,Big,green,70109
20250705100010434,2,Small,red,64992
20250705100010435,1,Small,green,68851
20250705100010436,6,Big,red,44446
20250705100010437,2,Small,red,67562
20250705100010438,4,Small,red,56974
20250705100010439,6,Big,red,41526
20250705100010440,7,Big,green,59917
20250705100010441,6,Big,red,96936
20250705100010442,0,Small,"red,violet",70660
20250705100010443,3,Small,green,25073
20250705100010444,3,Small,green,53183
20250705100010445,9,Big,green,65249
20250705100010446,7,Big,green,21617
20250705100010447,3,Small,green,19093
20250705100010448,6,Big,red,27386
20250705100010449,0,Small,"red,violet",52970
20250705100010450,7,Big,green,79417
20250705100010451,9,Big,green,50339
20250705100010452,6,Big,red,11136
20250705100010453,8,Big,red,89338
20250705100010454,1,Small,green,32921
20250705100010455,8,Big,red,24138
20250705100010456,3,Small,green,39053
20250705100010457,4,Small,red,29614
20250705100010458,0,Small,"red,violet",26070
20250705100010459,4,Small,red,75674
20250705100010460,6,Big,red,18376
20250705100010461,9,Big,green,12659
20250705100010462,6,Big,red,95076
20250705100010463,6,Big,red,23836
20250705100010464,6,Big,red,20986
20250705100010465,8,Big,red,29798
20250705100010466,8,Big,red,87668
20250705100010467,9,Big,green,63709
20250705100010468,3,Small,green,31603
20250705100010469,9,Big,green,88889
20250705100010470,4,Small,red,19134
20250705100010471,0,Small,"red,violet",55180
20250705100010472,6,Big,red,68016
20250705100010473,8,Big,red,67158
20250705100010474,9,Big,green,28399
20250705100010475,9,Big,green,73309
20250705100010476,0,Small,"red,violet",54910
20250705100010477,2,Small,red,33892
20250705100010478,5,Big,"green,violet",14995
20250705100010479,5,Big,"green,violet",49675
20250705100010480,4,Small,red,64774
20250705100010481,3,Small,green,55123
20250705100010482,7,Big,green,41037
20250705100010483,2,Small,red,97492
20250705100010484,7,Big,green,52857
20250705100010485,7,Big,green,80587
20250705100010486,5,Big,"green,violet",29965
20250705100010487,6,Big,red,44856
20250705100010488,6,Big,red,73236
20250705100010489,6,Big,red,18076
20250705100010490,5,Big,"green,violet",28405
20250705100010491,2,Small,red,35422
20250705100010492,0,Small,"red,violet",59650
20250705100010493,7,Big,green,48517
20250705100010494,3,Small,green,21893
20250705100010495,0,Small,"red,violet",92460
20250705100010496,8,Big,red,89428
20250705100010497,8,Big,red,81098
20250705100010498,7,Big,green,90547
20250705100010499,9,Big,green,62799
20250705100010500,0,Small,"red,violet",84800
20250705100010501,3,Small,green,46723
20250705100010502,0,Small,"red,violet",12790
20250705100010503,2,Small,red,51172
20250705100010504,1,Small,green,57111
20250705100010505,8,Big,red,67448
20250705100010506,3,Small,green,68243
20250705100010507,1,Small,green,57981
20250705100010508,7,Big,green,58017
20250705100010509,1,Small,green,48961
20250705100010510,5,Big,"green,violet",43165
20250705100010511,4,Small,red,51234
20250705100010512,1,Small,green,77251
20250705100010513,5,Big,"green,violet",69985
20250705100010514,4,Small,red,24514
20250705100010515,8,Big,red,22588
20250705100010516,7,Big,green,21727
20250705100010517,0,Small,"red,violet",19700
20250705100010518,8,Big,red,39158
20250705100010519,0,Small,"red,violet",45580
20250705100010520,9,Big,green,38259
20250705100010521,3,Small,green,36253
20250705100010522,6,Big,red,31716
20250705100010523,3,Small,green,78903
20250705100010524,8,Big,red,75368
20250705100010525,1,Small,green,41611
20250705100010526,4,Small,red,32984
20250705100010527,1,Small,green,39591
20250705100010528,4,Small,red,47124
20250705100010529,2,Small,red,48512
20250705100010530,8,Big,red,30718
20250705100010531,8,Big,red,10228
20250705100010532,9,Big,green,35849
20250705100010533,5,Big,"green,violet",70395
20250705100010534,0,Small,"red,violet",21160
20250705100010535,8,Big,red,48538
20250705100010536,9,Big,green,17279
20250705100010537,2,Small,red,93592
20250705100010538,8,Big,red,25028
20250705100010539,5,Big,"green,violet",43775
20250705100010540,9,Big,green,54989
20250705100010541,5,Big,"green,violet",41125
20250705100010542,5,Big,"green,violet",21605
20250705100010543,3,Small,green,30113
20250705100010544,1,Small,green,94661
20250705100010545,7,Big,green,40077
20250705100010546,6,Big,red,47546
20250705100010547,0,Small,"red,violet",37410
20250705100010548,6,Big,red,45516
20250705100010549,9,Big,green,22319
20250705100010550,4,Small,red,50644
20250705100010551,2,Small,red,54862
20250705100010552,6,Big,red,42616
20250705100010553,1,Small,green,90501
20250705100010554,6,Big,red,60776
20250705100010555,7,Big,green,24227
20250705100010556,4,Small,red,48964
20250705100010557,2,Small,red,81422
20250705100010558,0,Small,"red,violet",14470
20250705100010559,8,Big,red,31758
20250705100010560,8,Big,red,72578
20250705100010561,9,Big,green,81869
20250705100010562,6,Big,red,19426
20250705100010563,8,Big,red,85278
20250705100010564,3,Small,green,64693
20250705100010565,6,Big,red,22496
20250705100010566,8,Big,red,32078
20250705100010567,2,Small,red,49132
20250705100010568,3,Small,green,92623
20250705100010569,1,Small,green,50671
20250705100010570,3,Small,green,20513
20250705100010571,3,Small,green,54363
20250705100010572,8,Big,red,39368
20250705100010573,0,Small,"red,violet",65190
20250705100010574,0,Small,"red,violet",54870
20250705100010575,6,Big,red,75566
20250705100010576,0,Small,"red,violet",68230
20250705100010577,7,Big,green,98347
20250705100010578,1,Small,green,89891
20250705100010579,5,Big,"green,violet",46605
20250705100010580,5,Big,"green,violet",10055
20250705100010581,0,Small,"red,violet",72900
20250705100010582,9,Big,green,67719
20250705100010583,6,Big,red,59406
20250705100010584,7,Big,green,38307
20250705100010585,3,Small,green,61513
20250705100010586,8,Big,red,88248
20250705100010587,8,Big,red,28968
20250705100010588,2,Small,red,44282
20250705100010589,1,Small,green,39461
20250705100010590,3,Small,green,61973
20250705100010591,2,Small,red,97912
20250705100010592,5,Big,"green,violet",90475
20250705100010593,8,Big,red,34658
20250705100010594,0,Small,"red,violet",21900
20250705100010595,4,Small,red,11624
20250705100010596,0,Small,"red,violet",42630
20250705100010597,9,Big,green,69519
20250705100010598,4,Small,red,16824
20250705100010599,2,Small,red,99972
20250705100010600,6,Big,red,68536
20250705100010601,5,Big,"green,violet",44695
20250705100010602,8,Big,red,53118
20250705100010603,8,Big,red,68758
20250705100010604,4,Small,red,41924
20250705100010605,5,Big,"green,violet",44755
20250705100010606,4,Small,red,84324
20250705100010607,4,Small,red,53334
20250705100010608,5,Big,"green,violet",91715
20250705100010609,3,Small,green,26413
20250705100010610,2,Small,red,15542
20250705100010611,0,Small,"red,violet",85420
20250705100010612,5,Big,"green,violet",71745
20250705100010613,2,Small,red,71752
20250705100010614,1,Small,green,17291
20250705100010615,5,Big,"green,violet",73585
20250705100010616,5,Big,"green,violet",11655
20250705100010617,8,Big,red,39368
20250705100010618,4,Small,red,62074
20250705100010619,3,Small,green,69483
20250705100010620,3,Small,green,16503
20250705100010621,3,Small,green,61613
20250705100010622,3,Small,green,46623
20250705100010623,4,Small,red,32064
20250705100010624,6,Big,red,42036
20250705100010625,7,Big,green,30017
20250705100010626,9,Big,green,81819
20250705100010627,5,Big,"green,violet",48905
20250705100010628,4,Small,red,51984
20250705100010629,7,Big,green,77237
20250705100010630,2,Small,red,87852
20250705100010631,9,Big,green,85559
20250705100010632,9,Big,green,94019
20250705100010633,6,Big,red,14806
20250705100010634,2,Small,red,22532
20250705100010635,4,Small,red,31284
20250705100010636,8,Big,red,35928
20250705100010637,1,Small,green,10331
20250705100010638,5,Big,"green,violet",17785
20250705100010639,3,Small,green,36523
20250705100010640,4,Small,red,84474
20250705100010641,1,Small,green,93841
20250705100010642,4,Small,red,73514
20250705100010643,9,Big,green,28019
20250705100010644,4,Small,red,89924
20250705100010645,1,Small,green,28821
20250705100010646,7,Big,green,10017
20250705100010647,6,Big,red,11456
20250705100010648,1,Small,green,94211
20250705100010649,2,Small,red,10102
20250705100010650,6,Big,red,51056
20250705100010651,3,Small,green,34173
20250705100010652,0,Small,"red,violet",67900
20250705100010653,8,Big,red,32698
20250705100010654,5,Big,"green,violet",29715
20250705100010655,4,Small,red,96614
20250705100010656,3,Small,green,87063
20250705100010657,0,Small,"red,violet",30100
20250705100010658,6,Big,red,48446
20250705100010659,3,Small,green,12143
20250705100010660,9,Big,green,29849
20250705100010661,7,Big,green,47297
20250705100010662,1,Small,green,17521
20250705100010663,2,Small,red,12872
20250705100010664,8,Big,red,51288
20250705100010665,2,Small,red,58652
20250705100010666,3,Small,green,82953
20250705100010667,9,Big,green,91899
20250705100010668,9,Big,green,25679
20250705100010669,7,Big,green,74787
20250705100010670,5,Big,"green,violet",72735
20250705100010671,1,Small,green,49351
20250705100010672,5,Big,"green,violet",67055
20250705100010673,2,Small,red,44982
20250705100010674,9,Big,green,32329
20250705100010675,9,Big,green,96749
20250705100010676,2,Small,red,59742
20250705100010677,8,Big,red,95678
20250705100010678,9,Big,green,86739
20250705100010679,7,Big,green,34587
20250705100010680,6,Big,red,97496
20250705100010681,5,Big,"green,violet",68635
20250705100010682,6,Big,red,95316
20250705100010683,1,Small,green,25351
20250705100010684,5,Big,"green,violet",78305
20250705100010685,3,Small,green,68183
20250705100010686,4,Small,red,15524
20250705100010687,7,Big,green,39097
20250705100010688,4,Small,red,37904
20250705100010689,1,Small,green,71211
20250705100010690,2,Small,red,61182
20250705100010691,8,Big,red,40198
20250705100010692,5,Big,"green,violet",27595
20250705100010693,0,Small,"red,violet",90480
20250705100010694,0,Small,"red,violet",73440
20250705100010695,7,Big,green,97007
20250705100010696,2,Small,red,64312
20250705100010697,7,Big,green,75807
20250705100010698,1,Small,green,53451
20250705100010699,6,Big,red,85526
20250705100010700,2,Small,red,50042
20250705100010701,9,Big,green,14759
20250705100010702,6,Big,red,74736
20250705100010703,5,Big,"green,violet",14395
20250705100010704,2,Small,red,14982
20250705100010705,2,Small,red,77022
20250705100010706,9,Big,green,80889
20250705100010707,6,Big,red,68256
20250705100010708,2,Small,red,18852
20250705100010709,9,Big,green,15629
20250705100010710,2,Small,red,24392
20250705100010711,5,Big,"green,violet",13275
20250705100010712,9,Big,green,69689
20250705100010713,8,Big,red,28148
20250705100010714,1,Small,green,25801
20250705100010715,4,Small,red,62734
20250705100010716,3,Small,green,82563
20250705100010717,3,Small,green,87003
20250705100010718,8,Big,red,49858
20250705100010719,9,Big,green,84769
20250705100010720,6,Big,red,17316
20250705100010721,2,Small,red,69332
20250705100010722,3,Small,green,19063
20250705100010723,2,Small,red,67422
20250705100010724,9,Big,green,55539
20250705100010725,7,Big,green,33957
20250705100010726,1,Small,green,99971
20250705100010727,8,Big,red,84538
20250705100010728,6,Big,red,85456
20250705100010729,4,Small,red,86844
20250705100010730,3,Small,green,47403
20250705100010731,1,Small,green,79001
20250705100010732,9,Big,green,55479
20250705100010733,5,Big,"green,violet",65915
20250705100010734,1,Small,green,42611
20250705100010735,8,Big,red,21528
20250705100010736,3,Small,green,65913
20250705100010737,3,Small,green,59333
20250705100010738,1,Small,green,41401
20250705100010739,1,Small,green,24951
20250705100010740,6,Big,red,36686
20250705100010741,8,Big,red,96148
20250705100010742,3,Small,green,23823
20250705100010743,0,Small,"red,violet",70600
20250705100010744,4,Small,red,99204
20250705100010745,6,Big,red,61796
20250705100010746,8,Big,red,87028
20250705100010747,8,Big,red,25498
20250705100010748,7,Big,green,10977
20250705100010749,1,Small,green,60461
20250705100010750,4,Small,red,47424
20250705100010751,7,Big,green,49517
20250705100010752,2,Small,red,38552
20250705100010753,2,Small,red,31812
20250705100010754,5,Big,"green,violet",98475
20250705100010755,0,Small,"red,violet",16670
20250705100010756,4,Small,red,43904
20250705100010757,4,Small,red,85384
20250705100010758,4,Small,red,70394
20250705100010759,2,Small,red,65542
20250705100010760,8,Big,red,80518
20250705100010761,0,Small,"red,violet",78360
20250705100010762,6,Big,red,65106
20250705100010763,0,Small,"red,violet",23590
20250705100010764,9,Big,green,55929
20250705100010765,0,Small,"red,violet",22790
20250705100010766,2,Small,red,92832
20250705100010767,6,Big,red,11856
20250705100010768,2,Small,red,29862
20250705100010769,7,Big,green,42787
20250705100010770,4,Small,red,67224
20250705100010771,7,Big,green,48147
20250705100010772,9,Big,green,84349
20250705100010773,6,Big,red,36756
20250705100010774,3,Small,green,71693
20250705100010775,1,Small,green,83451
20250705100010776,6,Big,red,36976
20250705100010777,3,Small,green,62103
20250705100010778,5,Big,"green,violet",45205
20250705100010779,2,Small,red,93372
20250705100010780,7,Big,green,84297
20250705100010781,9,Big,green,58799
20250705100010782,1,Small,green,26091
20250705100010783,7,Big,green,58117
20250705100010784,0,Small,"red,violet",89930
20250705100010785,5,Big,"green,violet",19845
20250705100010786,6,Big,red,44646
20250705100010787,6,Big,red,78546
20250705100010788,5,Big,"green,violet",91515
20250705100010789,4,Small,red,87614
20250705100010790,9,Big,green,88099
20250705100010791,7,Big,green,39267
20250705100010792,1,Small,green,39121
20250705100010793,0,Small,"red,violet",93640
20250705100010794,6,Big,red,90336
20250705100010795,5,Big,"green,violet",95655
20250705100010796,5,Big,"green,violet",86025
20250705100010797,2,Small,red,40272
20250705100010798,3,Small,green,17483
20250705100010799,2,Small,red,91482
20250705100010800,5,Big,"green,violet",25405
20250705100010801,7,Big,green,81397
20250705100010802,4,Small,red,62484
20250705100010803,1,Small,green,19891
20250705100010804,1,Small,green,86501
20250705100010805,7,Big,green,53777
20250705100010806,5,Big,"green,violet",19055
20250705100010807,3,Small,green,34163
20250705100010808,3,Small,green,38063
20250705100010809,4,Small,red,49714
20250705100010810,8,Big,red,25048
20250705100010811,7,Big,green,25347
20250705100010812,3,Small,green,51663
20250705100010813,9,Big,green,32739
20250705100010814,2,Small,red,58942
20250705100010815,4,Small,red,22164
20250705100010816,1,Small,green,43851
20250705100010817,4,Small,red,44154
20250705100010818,5,Big,"green,violet",49295
20250705100010819,5,Big,"green,violet",90835
20250705100010820,1,Small,green,92201
20250705100010821,8,Big,red,30198
20250705100010822,4,Small,red,90244
20250705100010823,3,Small,green,59293
20250705100010824,1,Small,green,20721
20250705100010825,4,Small,red,96864
20250705100010826,7,Big,green,38057
20250705100010827,2,Small,red,76402
20250705100010828,1,Small,green,97221
20250705100010829,3,Small,green,88683
20250705100010830,5,Big,"green,violet",71565
20250705100010831,8,Big,red,71848
20250705100010832,4,Small,red,28894
20250705100010833,6,Big,red,54086
20250705100010834,1,Small,green,53611
20250705100010835,5,Big,"green,violet",64455
20250705100010836,2,Small,red,78512
20250705100010837,1,Small,green,79791
20250705100010838,9,Big,green,88839
20250705100010839,5,Big,"green,violet",14885
20250705100010840,4,Small,red,61004
20250705100010841,2,Small,red,12912
20250705100010842,0,Small,"red,violet",28580
20250705100010843,4,Small,red,27034
20250705100010844,6,Big,red,68756
20250705100010845,1,Small,green,86271
20250705100010846,7,Big,green,51937
20250705100010847,5,Big,"green,violet",25845
20250705100010848,1,Small,green,57331
20250705100010849,3,Small,green,63013
20250705100010850,4,Small,red,79824
20250705100010851,0,Small,"red,violet",41960
20250705100010852,4,Small,red,16604
20250705100010853,1,Small,green,99041
20250705100010854,2,Small,red,23532
20250705100010855,2,Small,red,72642
20250705100010856,9,Big,green,89049
20250705100010857,3,Small,green,43233
20250705100010858,3,Small,green,30363
20250705100010859,4,Small,red,97014
20250705100010860,1,Small,green,76131
20250705100010861,9,Big,green,44759
20250705100010862,5,Big,"green,violet",41625
20250705100010863,6,Big,red,99486
20250705100010864,9,Big,green,70709
20250705100010865,3,Small,green,35203
20250705100010866,5,Big,"green,violet",23165
20250705100010867,9,Big,green,99459
20250705100010868,8,Big,red,75948
20250705100010869,2,Small,red,31032
20250705100010870,0,Small,"red,violet",79620
20250705100010871,8,Big,red,48948
20250705100010872,2,Small,red,32232
20250705100010873,3,Small,green,98253
20250705100010874,4,Small,red,63524
20250705100010875,0,Small,"red,violet",52720
20250705100010876,4,Small,red,98944
20250705100010877,7,Big,green,57957
20250705100010878,8,Big,red,40598
20250705100010879,2,Small,red,11762
20250705100010880,6,Big,red,38666
20250705100010881,9,Big,green,51229
20250705100010882,6,Big,red,95266
20250705100010883,9,Big,green,84079
20250705100010884,8,Big,red,85818
20250705100010885,8,Big,red,22768
20250705100010886,4,Small,red,19824
20250705100010887,7,Big,green,75617
20250705100010888,4,Small,red,51954
20250705100010889,8,Big,red,29568
20250705100010890,8,Big,red,61228
20250705100010891,7,Big,green,66577
20250705100010892,2,Small,red,93712
20250705100010893,9,Big,green,45669
20250705100010894,6,Big,red,92426
20250705100010895,7,Big,green,48947
20250705100010896,2,Small,red,81552
20250705100010897,9,Big,green,88939
20250705100010898,8,Big,red,10408
20250705100010899,3,Small,green,89833
20250705100010900,6,Big,red,64556
20250705100010901,4,Small,red,30914
20250705100010902,4,Small,red,26014
20250705100010903,2,Small,red,58472
20250705100010904,8,Big,red,56748
20250705100010905,7,Big,green,27997
20250705100010906,7,Big,green,11747
20250705100010907,3,Small,green,18073
20250705100010908,0,Small,"red,violet",38510
20250705100010909,6,Big,red,80866
20250705100010910,3,Small,green,47293
20250705100010911,2,Small,red,35502
20250705100010912,8,Big,red,11188
20250705100010913,6,Big,red,40736
20250705100010914,2,Small,red,92012
20250705100010915,0,Small,"red,violet",68540
20250705100010916,2,Small,red,80262
20250705100010917,1,Small,green,76501
20250705100010918,5,Big,"green,violet",31255
20250705100010919,1,Small,green,79351
20250705100010920,9,Big,green,65539
20250705100010921,7,Big,green,68067
20250705100010922,1,Small,green,61901
20250705100010923,4,Small,red,27074
20250705100010924,5,Big,"green,violet",78675
20250705100010925,5,Big,"green,violet",72365
20250705100010926,7,Big,green,76387
20250705100010927,6,Big,red,54436
20250705100010928,2,Small,red,53552
20250705100010929,0,Small,"red,violet",28820
20250705100010930,1,Small,green,34441
20250705100010931,1,Small,green,91721
20250705100010932,2,Small,red,36602
20250705100010933,1,Small,green,62741
20250705100010934,1,Small,green,92421
20250705100010935,2,Small,red,95982
20250705100010936,5,Big,"green,violet",89575
20250705100010937,2,Small,red,54222
20250705100010938,0,Small,"red,violet",27750
20250705100010939,0,Small,"red,violet",72420
20250705100010940,1,Small,green,80241
20250705100010941,7,Big,green,17087
20250705100010942,9,Big,green,31489
20250705100010943,8,Big,red,77858
20250705100010944,6,Big,red,82476
20250705100010945,0,Small,"red,violet",26820
20250705100010946,0,Small,"red,violet",61500
20250705100010947,3,Small,green,49263
20250705100010948,0,Small,"red,violet",81800
20250705100010949,8,Big,red,12258
20250705100010950,9,Big,green,75129
20250705100010951,8,Big,red,37448
20250705100010952,9,Big,green,12989
20250705100010953,4,Small,red,18034
20250705100010954,0,Small,"red,violet",21290
20250705100010955,8,Big,red,20378
20250705100010956,3,Small,green,96283
20250705100010957,3,Small,green,92763
20250705100010958,4,Small,red,28914
20250705100010959,2,Small,red,58052
20250705100010960,0,Small,"red,violet",92830
20250705100010961,2,Small,red,26742
20250705100010962,5,Big,"green,violet",96685
20250705100010963,3,Small,green,59713
20250705100010964,0,Small,"red,violet",72740
20250705100010965,6,Big,red,17186
20250705100010966,0,Small,"red,violet",39720
20250705100010967,6,Big,red,74146
20250705100010968,1,Small,green,29491
20250705100010969,6,Big,red,93966
20250705100010970,6,Big,red,41806
20250705100010971,1,Small,green,83281
20250705100010972,9,Big,green,73459
20250705100010973,8,Big,red,10808
20250705100010974,8,Big,red,24978
20250705100010975,6,Big,red,71466
20250705100010976,5,Big,"green,violet",75635
20250705100010977,9,Big,green,96539
20250705100010978,5,Big,"green,violet",87825
20250705100010979,5,Big,"green,violet",50785
20250705100010980,5,Big,"green,violet",52305
20250705100010981,7,Big,green,57687
20250705100010982,4,Small,red,58014
20250705100010983,8,Big,red,14158
20250705100010984,7,Big,green,98557
20250705100010985,6,Big,red,95646
20250705100010986,4,Small,red,11934
20250705100010987,3,Small,green,10463
20250705100010988,3,Small,green,93623
20250705100010989,3,Small,green,79803
20250705100010990,4,Small,red,58304
20250705100010991,4,Small,red,38614
20250705100010992,5,Big,"green,violet",86935
20250705100010993,0,Small,"red,violet",90470
20250705100010994,5,Big,"green,violet",71985
20250705100010995,6,Big,red,89066
20250705100010996,2,Small,red,78612
20250705100010997,3,Small,green,34943
20250705100010998,3,Small,green,29303
20250705100010999,8,Big,red,58938
20250705100011000,2,Small,red,58772
20250705100011001,0,Small,"red,violet",68820
20250705100011002,5,Big,"green,violet",69935
20250705100011003,1,Small,green,88931
20250705100011004,6,Big,red,38386
20250705100011005,2,Small,red,48892
20250705100011006,7,Big,green,80437
20250705100011007,0,Small,"red,violet",73540
20250705100011008,7,Big,green,23957
20250705100011009,9,Big,green,60629
20250705100011010,9,Big,green,21619
20250705100011011,1,Small,green,47971
20250705100011012,1,Small,green,71281
20250705100011013,5,Big,"green,violet",83875
20250705100011014,9,Big,green,87779
20250705100011015,8,Big,red,71298
20250705100011016,0,Small,"red,violet",87270
20250705100011017,9,Big,green,71219
20250705100011018,0,Small,"red,violet",25030
20250705100011019,1,Small,green,64511
20250705100011020,5,Big,"green,violet",80595
20250705100011021,2,Small,red,40112
20250705100011022,2,Small,red,81722
20250705100011023,1,Small,green,61851
20250705100011024,1,Small,green,52561
20250705100011025,7,Big,green,99077
20250705100011026,2,Small,red,93242
20250705100011027,0,Small,"red,violet",62780
20250705100011028,8,Big,red,83698
20250705100011029,4,Small,red,52144
20250705100011030,0,Small,"red,violet",63620
20250705100011031,7,Big,green,68187
20250705100011032,5,Big,"green,violet",72635
20250705100011033,7,Big,green,47097
20250705100011034,8,Big,red,33988
20250705100011035,8,Big,red,64518
20250705100011036,2,Small,red,61282
20250705100011037,2,Small,red,92672
20250705100011038,0,Small,"red,violet",47720
20250705100011039,1,Small,green,94101
20250705100011040,6,Big,red,87456
20250705100011041,7,Big,green,35047
20250705100011042,4,Small,red,63084
20250705100011043,3,Small,green,95903
20250705100011044,6,Big,red,78056
20250705100011045,2,Small,red,31262
20250705100011046,5,Big,"green,violet",79845
20250705100011047,0,Small,"red,violet",56050
20250705100011048,0,Small,"red,violet",54020
20250705100011049,7,Big,green,78147
20250705100011050,1,Small,green,23861
20250705100011051,4,Small,red,65384
20250705100011052,9,Big,green,68029
20250705100011053,6,Big,red,60776
20250705100011054,0,Small,"red,violet",47210
20250705100011055,3,Small,green,89033
20250705100011056,5,Big,"green,violet",90505
20250705100011057,1,Small,green,41081
20250705100011058,3,Small,green,60213
20250705100011059,1,Small,green,63801
20250705100011060,1,Small,green,86781
20250705100011061,0,Small,"red,violet",17970
20250705100011062,9,Big,green,96509
20250705100011063,1,Small,green,21001
20250705100011064,7,Big,green,75837
20250705100011065,2,Small,red,79752
20250705100011066,8,Big,red,65578
20250705100011067,2,Small,red,24892
20250705100011068,7,Big,green,29437
20250705100011069,0,Small,"red,violet",84940
20250705100011070,4,Small,red,17484
20250705100011071,3,Small,green,86133
20250705100011072,6,Big,red,11646
20250705100011073,4,Small,red,15124
20250705100011074,4,Small,red,25214
20250705100011075,2,Small,red,14082
20250705100011076,5,Big,"green,violet",26705
20250705100011077,2,Small,red,66922
20250705100011078,6,Big,red,51036
20250705100011079,2,Small,red,19842
20250705100011080,7,Big,green,24587
20250705100011081,1,Small,green,11031
20250705100011082,2,Small,red,50452
20250705100011083,4,Small,red,61964
20250705100011084,3,Small,green,16523
20250705100011085,5,Big,"green,violet",74945
20250705100011086,1,Small,green,39611
20250705100011087,6,Big,red,51726
20250705100011088,5,Big,"green,violet",19445
20250705100011089,2,Small,red,11192
20250705100011090,3,Small,green,49593
20250705100011091,4,Small,red,58914
20250705100011092,3,Small,green,40223
20250705100011093,0,Small,"red,violet",48610
20250705100011094,8,Big,red,64368
20250705100011095,4,Small,red,21994
20250705100011096,0,Small,"red,violet",16770
20250705100011097,8,Big,red,32888
20250705100011098,5,Big,"green,violet",47305
20250705100011099,9,Big,green,17039
20250705100011100,3,Small,green,91603
20250705100011101,2,Small,red,89332
20250705100011102,3,Small,green,33183
20250705100011103,9,Big,green,34029
20250705100011104,3,Small,green,60713
20250705100011105,6,Big,red,12176
20250705100011106,4,Small,red,80374
20250705100011107,3,Small,green,17533
20250705100011108,1,Small,green,24491
20250705100011109,4,Small,red,50224
20250705100011110,9,Big,green,57389
20250705100011111,8,Big,red,24408
20250705100011112,8,Big,red,12848
20250705100011113,8,Big,red,40698
20250705100011114,5,Big,"green,violet",28775
20250705100011115,6,Big,red,32216
20250705100011116,3,Small,green,84373
20250705100011117,5,Big,"green,violet",30375
20250705100011118,3,Small,green,56993
20250705100011119,1,Small,green,95931
20250705100011120,8,Big,red,27308
